Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
Sub-Saharan Africa,SSF,Urban population,SP.URB.TOTL,33380811,34863263,36425228,38098808,39882265,41767940,43721429,45780417,47957532,50266034,52658107,55269163,58050152,60972741,64031977,67275055,70722172,74306066,78069875,81797273,85602040,89766759,94123457,98734392,103678041,108996880,114614229,120453595,126524885,132797333,139406828,145817752,152384322,159086063,165682815,172359351,179183249,186236486,193441007,200883926,208604476,217045658,225886059,235096219,244719381,254841253,265359805,275977886,287747770,300021870,312834993,326174677,339899908,354121289,368873313,384158126,399975528,416335563,433237352,450673306,468643630,
Small states,SST,Urban population,SP.URB.TOTL,4176565,4324552,4479748,4640819,4809663,4983117,5158236,5329666,5507761,5692482,5883961,6082953,6288758,6498583,6721869,6956628,7199254,7443239,7694674,7955334,8228704,8497821,8781600,9057223,9345387,9650046,9972531,10318159,10674505,11031370,11381940,11722410,12005356,12268809,12536071,12811644,13101260,13400084,13704865,14032415,14371896,14706526,15046776,15408128,15810887,16272295,16797607,17398468,18041293,18684178,19306300,19896692,20460153,21002707,21547105,22103488,22668512,23243939,23826541,24405056,24972795,
Sao Tome and Principe,STP,Urban population,SP.URB.TOTL,10334,10856,11586,12330,13167,14166,15383,16822,18453,20200,22012,23060,23816,24568,25381,26303,27355,28519,29741,30943,32072,33101,34644,36269,38008,39923,42057,44390,46881,49446,52033,54625,57010,59361,61701,64037,66354,68663,71008,73435,76003,78716,81916,85379,89124,93168,97568,102306,107259,112250,117155,121902,126525,131011,135469,139954,144474,149036,153638,158271,162955,
Suriname,SUR,Urban population,SP.URB.TOTL,136047,139958,143848,147775,151618,154960,158517,162169,165482,167898,169055,168797,172033,179122,185972,193085,200681,208674,217000,225353,233551,234220,235000,236150,238014,240845,244713,249512,254936,260613,266220,271677,277020,282190,287174,291957,296489,300762,304859,308877,312914,317003,321120,325279,329467,333051,336600,340176,343778,347410,351043,354694,358349,361981,365656,369343,373049,376765,380497,384252,388053,
Slovak Republic,SVK,Urban population,SP.URB.TOTL,1361347,1423197,1471245,1519388,1569094,1619143,1669066,1718790,1768232,1818423,1863258,1914539,1979489,2047898,2119100,2192168,2266922,2343045,2419732,2497145,2571477,2623925,2667930,2711169,2753815,2796439,2837965,2878046,2917651,2956110,2993564,3011210,3008952,3017265,3025916,3031513,3034659,3037037,3037825,3037635,3030239,3020933,3011770,3001728,2993058,2985293,2977317,2970070,2964549,2960369,2948302,2937801,2935234,2930811,2926070,2922832,2922095,2923642,2926332,2930459,2934665,
Slovenia,SVN,Urban population,SP.URB.TOTL,446954,464004,480036,497639,516254,535928,557347,578934,599472,618383,638279,660081,684387,709382,732814,760012,791790,822198,852339,882958,913487,933075,938012,946993,954948,962743,977988,993038,998955,1002747,1006873,1010052,1009090,1007206,1006579,1007313,1007220,1006383,1004706,1005959,1009459,1011568,1014358,1019460,1024627,1030904,1038715,1049080,1055309,1069460,1078743,1085605,1092516,1098614,1104335,1109788,1115536,1121491,1131123,1144894,1157547,
Sweden,SWE,Urban population,SP.URB.TOTL,5425627,5511783,5616067,5720204,5834351,5959398,6083367,6194186,6291760,6397326,6517403,6605244,6651027,6688293,6733350,6777603,6808217,6838299,6864113,6885080,6904971,6914338,6918294,6921426,6927719,6939171,6955328,6978575,7010722,7057653,7112392,7170001,7225787,7281393,7346937,7399093,7418835,7425561,7432163,7440437,7454878,7478923,7508835,7542470,7577769,7613645,7666670,7738188,7813274,7894625,7976659,8059895,8150488,8250182,8362604,8481489,8618398,8764881,8896291,9015406,9108648,
Eswatini,SWZ,Urban population,SP.URB.TOTL,13170,14884,16807,18979,21454,24283,27470,30511,33919,37691,41853,46431,51481,57032,63177,69986,77531,82361,86883,91709,96866,102353,108177,114335,120848,127693,134886,142405,150190,158127,166146,174184,182225,190271,198379,206555,214838,222366,224882,226825,228092,228619,228523,228043,227487,227118,227008,227600,231461,235412,239376,243351,246606,249963,253487,257241,261332,265736,270422,275334,280423,
Sint Maarten (Dutch part),SXM,Urban population,SP.URB.TOTL,2833,3077,3367,3703,4063,4460,4895,5362,5857,6354,6854,7372,7892,8429,8977,9556,10147,10791,11481,12244,13097,14030,15032,16175,17517,19127,21028,23157,25334,27280,28814,29852,30458,30765,30950,31164,31434,31731,31240,31084,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40654,40733,40812,
Seychelles,SYC,Urban population,SP.URB.TOTL,11540,12316,13118,13949,14819,15733,16693,17693,18736,19818,20940,22062,23421,24621,25937,27432,28905,30449,30700,30955,31229,31603,31779,31731,31910,32160,32351,33744,33860,34065,34246,34731,34930,35718,36750,37376,38024,38583,39471,40396,40917,41126,42595,42320,42382,42813,43966,44460,45755,46241,47880,46973,47790,49055,50219,51754,52859,53922,54855,55762,56661,
Syrian Arab Republic,SYR,Urban population,SP.URB.TOTL,1683373,1765941,1854808,1948103,2046282,2149577,2258339,2372747,2493116,2619596,2752643,2874817,2997369,3125162,3257985,3395669,3537995,3685169,3838755,4000338,4171387,4352357,4533108,4718569,4908137,5099737,5292945,5488085,5685504,5885952,6090034,6297359,6507719,6722172,6942320,7187665,7446861,7715278,7988549,8259697,8524943,8771256,9000524,9238597,9523090,9875009,10319825,10835837,11339390,11713488,11877573,11506454,10946032,10284372,9636016,9388889,9227932,9146183,9177784,9358017,9708489,
Turks and Caicos Islands,TCA,Urban population,SP.URB.TOTL,2777,2817,2846,2859,2870,2872,2876,2887,2897,2926,2983,3075,3194,3335,3481,3625,3753,3873,4003,4156,4362,4728,5144,5592,6067,6527,6980,7416,7874,8399,9007,9680,10460,11303,12148,12965,13701,14385,15095,15961,17055,18419,19979,21659,23287,24727,25949,26979,27860,28666,29467,30257,31032,31775,32489,33171,33822,34450,35067,35658,36242,
Chad,TCD,Urban population,SP.URB.TOTL,200957,213063,225946,239628,255729,278204,302417,328506,356796,387600,421493,458806,499798,542493,588148,636426,687315,740965,798062,822276,848125,875613,904895,936358,970591,1007819,1048564,1092691,1139948,1189545,1241012,1294404,1349854,1405205,1453859,1505291,1559394,1616103,1676078,1739885,1807913,1880533,1957352,2037420,2119063,2201166,2283208,2365687,2449318,2535602,2627677,2726092,2830799,2941282,3056812,3177085,3302147,3432531,3569009,3712275,3863362,
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population,SP.URB.TOTL,146808432,150757934,156901234,165239752,173795496,177347588,181812643,186476133,191323929,196490267,201882426,207741798,213537042,220235547,227689527,232704410,238916688,244972498,254205263,266946612,280341739,294506395,309638800,323730451,338120558,353134874,369013656,385791915,403207766,421014923,439235537,458533018,478157897,498105882,518613703,539586350,561072243,583010424,605285424,627699658,650520936,675449833,701911620,728699999,755880080,783454245,810733365,837897161,865431098,893229316,921342194,949004754,977433658,1006048595,1034690609,1063159933,1091730560,1120625098,1148184613,1174470595,1199286267,
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population,SP.URB.TOTL,138511100,142908868,147320667,151836173,156422985,161024711,165267296,169589633,173925384,178244131,182507411,186737350,191042175,195386501,199778209,204146177,208580944,212991606,217398037,221525992,225410608,229738351,234169050,238634914,243320093,247964541,252427649,256817765,261119408,264649392,266975755,268904706,270352060,271554858,272400351,272933604,273436434,273949864,274495917,274925832,275123952,275340077,275711768,276458405,277364863,278330263,279379792,280560824,282063971,283873000,285801739,287871239,289912584,292118035,294346019,296643967,298933618,301144434,303220918,305238750,306997990,
Togo,TGO,Urban population,SP.URB.TOTL,159600,174769,191015,209045,230147,255440,286061,322366,363860,408975,450183,472148,492871,512678,532384,552644,573422,594632,617228,642386,671040,703640,740305,780295,821926,864061,906676,949937,993392,1036473,1079037,1120463,1161082,1202589,1247516,1297683,1354175,1416482,1483126,1551736,1620474,1688671,1757067,1826540,1898628,1974457,2054409,2138197,2225740,2316436,2410247,2508568,2611032,2716584,2825148,2936588,3051143,3168847,3289910,3414635,3543299,
Thailand,THA,Urban population,SP.URB.TOTL,5389579,5583026,5784200,5993375,6210196,6434859,6666686,6905739,7151724,7404743,7704808,8140086,8595234,9067632,9555687,10055884,10568872,11092595,11628474,12176747,12692092,13071773,13450798,13832449,14220724,14616958,15025688,15443624,15862003,16267069,16641684,16936805,17206295,17462829,17724402,18004311,18309042,18632442,18965132,19293244,19758315,20680736,21613068,22554369,23508151,24472850,25451684,26439735,27438707,28447157,29469053,30179365,30828056,31477998,32127201,32772703,33415222,34051230,34678818,35294600,35898129,
Tajikistan,TJK,Urban population,SP.URB.TOTL,692234,724605,759425,796343,834883,874573,915366,957348,1000459,1044564,1080507,1105685,1130547,1155335,1180067,1205005,1230097,1255496,1281465,1309164,1339137,1370214,1402153,1435479,1470765,1508144,1548037,1589703,1630882,1659855,1672749,1679058,1679745,1676429,1670868,1664703,1658157,1651233,1644273,1637622,1647389,1674595,1703440,1733969,1766067,1799848,1835317,1872596,1911783,1952985,1996266,2041456,2090376,2143015,2199791,2260774,2326257,2396074,2469424,2545478,2623424,
Turkmenistan,TKM,Urban population,SP.URB.TOTL,744102,772085,801130,831015,861412,892151,923052,954179,985656,1017793,1048850,1078317,1108348,1138840,1169762,1200992,1232637,1264699,1296999,1327123,1354344,1381272,1408001,1434986,1462665,1491472,1521174,1551587,1583327,1619378,1660553,1704756,1751186,1797596,1840851,1884860,1930073,1970302,2006587,2040532,2073490,2105733,2137297,2168975,2201754,2237159,2275569,2317262,2362652,2412431,2466839,2526243,2590493,2658556,2728844,2800283,2872408,2945219,3018656,3092741,3167338,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Urban population,SP.URB.TOTL,103213883,107874643,112739015,117781800,122998788,128229372,133602748,139119264,144781324,150574468,156495369,162532370,168680236,174907445,181274699,187814164,194519186,201397705,208448561,215665522,223042746,230475977,237995994,245614490,253334113,261129390,268949424,276803478,284707364,292655113,300638916,308591666,316523800,324453912,332462398,340499530,348479158,356538856,364590740,372553892,380470236,387870685,395051668,402144612,409148527,416116658,423065393,429986900,436871373,443716447,450451609,457323145,464155582,470938410,477663821,484313417,490878147,497363309,503782969,510155980,516489136,
Timor-Leste,TLS,Urban population,SP.URB.TOTL,47885,49459,51669,53995,56440,58999,61646,64378,67247,70322,73652,77329,81313,85315,88919,91823,93812,94993,95802,96914,98883,101946,106034,110972,116379,121970,127652,133526,139710,146407,153775,161133,168702,176438,183770,190262,195646,200083,204161,208767,214574,221870,230481,240026,249873,259142,268075,276809,285472,294236,303254,312563,322090,331905,342118,352787,363958,375614,387721,400182,412936,
Middle East & North Africa (IDA & IBRD countries),TMN,Urban population,SP.URB.TOTL,33006071,34608456,36271513,38005693,39825771,41767246,43746854,45718568,47791792,49932245,52133832,54362775,56672290,59060120,61509246,64064859,66722753,69416599,72215496,75164329,78312179,81658849,85180597,88860071,92672014,96551870,100522607,104448370,108260315,112028977,115789117,119529195,123393785,127275691,131114161,134778529,138346033,141881667,145462256,149081574,152748648,156474042,160264233,164117221,168026712,172112631,176293230,180481187,184736208,189127519,193701092,198171632,202778295,207511882,212307092,217356840,222361419,227358642,232386860,237505723,242757874,
Tonga,TON,Urban population,SP.URB.TOTL,10807,11425,12129,12899,13702,14497,15284,15883,16318,16702,17027,17284,17479,17632,17786,17962,18173,18507,18924,19317,19666,19966,20220,20450,20674,20909,21164,21324,21417,21504,21584,21654,21720,21787,21859,21943,22042,22152,22275,22404,22543,22691,22844,23004,23176,23365,23581,23826,24069,24244,24320,24277,24076,23795,23567,23457,23487,23633,23871,24146,24415,
South Asia (IDA & IBRD),TSA,Urban population,SP.URB.TOTL,95913995,98712866,101955679,105334005,108848887,112492479,116277566,120211107,124302045,128565805,133019516,137847977,143466114,149351474,155605264,162331713,169374254,176747415,184475993,192582132,201103301,209434600,216867202,224540088,232439513,240541095,248849823,257362601,266097540,274991834,284108531,293300429,302372602,311631475,321070080,330666895,340440077,350369668,360427450,370575781,380859153,391801693,403820545,416008189,428369849,440862691,453479284,466224390,479083474,492017034,505032835,518130416,531400431,544896119,558661741,572716485,587083474,601765617,616775937,632092773,647723163,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Urban population,SP.URB.TOTL,33380811,34863263,36425228,38098808,39882265,41767940,43721429,45780417,47957532,50266034,52658107,55269163,58050152,60972741,64031977,67275055,70722172,74306066,78069875,81797273,85602040,89766759,94123457,98734392,103678041,108996880,114614229,120453595,126524885,132797333,139406828,145817752,152384322,159086063,165682815,172359351,179183249,186236486,193441007,200883926,208604476,217045658,225886059,235096219,244719381,254841253,265359805,275977886,287747770,300021870,312834993,326174677,339899908,354121289,368873313,384158126,399975528,416335563,433237352,450673306,468643630,
Trinidad and Tobago,TTO,Urban population,SP.URB.TOTL,289625,302719,315401,327648,339502,351002,362098,372813,383514,394695,406834,420139,434577,449945,465894,482125,498518,515136,532153,549807,567147,578188,589724,601323,612437,622656,631796,639947,647315,654228,660920,667504,673882,679929,685453,690312,694468,698026,701366,704905,708405,708525,709235,710363,711563,712646,713525,714283,715087,716111,717530,719346,721775,724640,727665,730647,733552,736389,739173,741942,744725,
Tunisia,TUN,Urban population,SP.URB.TOTL,1567298,1608375,1652916,1700914,1752280,1806624,1867072,1945322,2027628,2113211,2201844,2293355,2388085,2486078,2587945,2692011,2788158,2887696,2992203,3103639,3223288,3351872,3488893,3632110,3782475,3946178,4109785,4273214,4437731,4604879,4776204,4951868,5130584,5309402,5477424,5609748,5733700,5849589,5958214,6060694,6158199,6250281,6337547,6423160,6509470,6593359,6684241,6781439,6883206,6986533,7089135,7190394,7291132,7392693,7497749,7608627,7725792,7848141,7973629,8099062,8221976,
Turkey,TUR,Urban population,SP.URB.TOTL,8657908,9025025,9398926,9785807,10186266,10601127,11084950,11613806,12164217,12737057,13334603,13911389,14488558,15085610,15701118,16333837,16914581,17474312,18048185,18640067,19252681,20329813,21630562,22977502,24362123,25769763,27034326,28238885,29455663,30682115,31923298,32891195,33738147,34589982,35453796,36333539,37230466,38142787,39068836,40002831,40942335,41943212,42978998,44016864,45048098,46065708,47064036,48048358,49047267,50096869,51225592,52439952,53729344,55069491,56436828,57806286,59179592,60548564,61872814,63097812,64186247,
Tuvalu,TUV,Urban population,SP.URB.TOTL,846,876,908,939,974,1013,1055,1105,1160,1213,1267,1315,1360,1411,1475,1562,1677,1818,1976,2132,2276,2400,2508,2607,2702,2812,2961,3118,3286,3457,3623,3785,3895,3968,4033,4088,4135,4178,4218,4262,4322,4401,4493,4634,4805,4968,5132,5288,5443,5600,5765,5930,6104,6272,6451,6629,6812,6993,7178,7368,7549,
Tanzania,TZA,Urban population,SP.URB.TOTL,527336,558101,590864,625626,662491,701581,742978,786950,865844,959246,1062806,1177954,1305476,1446116,1600911,1770568,1956494,2159304,2381140,2542017,2698244,2863513,3039166,3224815,3421078,3627339,3844102,4071647,4313058,4532040,4759495,5004953,5267141,5540351,5816979,6090820,6359252,6624426,6892435,7172771,7473331,7796647,8142549,8579713,9054501,9552983,10076209,10626393,11206812,11819028,12467584,13153060,13877351,14639967,15439812,16277266,17152408,18066884,19020429,20011884,21042571,
Uganda,UGA,Urban population,SP.URB.TOTL,298902,322443,348234,376440,407029,439952,475726,514224,555490,598970,626790,651593,676407,701541,727844,755913,786039,818199,852204,887953,937405,1004717,1077196,1155200,1239997,1332472,1433338,1542852,1661214,1787778,1922173,2056398,2188421,2326622,2471224,2622274,2779697,2943834,3116698,3300326,3496913,3707368,3932636,4172736,4427392,4695306,4978580,5277759,5594570,5929787,6285551,6661208,7058269,7480857,7937455,8432534,8970229,9549002,10158400,10784514,11414209,
Ukraine,UKR,Urban population,SP.URB.TOTL,19963641,20541164,21129701,21721790,22308886,22926043,23527309,24113174,24689694,25264251,25819294,26351096,26888453,27425466,27957163,28467943,28966085,29452010,29928914,30386575,30825445,31287683,31693551,32110163,32533314,32933625,33344880,33766182,34209429,34541910,34641142,34734254,34854720,34894318,34741647,34488335,34203620,33913054,33630412,33334234,33019561,32692860,32432068,32238837,32075876,31932595,31801190,31694730,31605908,31547453,31465493,31395053,31360012,31330995,31223300,31183829,31122532,31043768,30946609,30836427,30721277,
Upper middle income,UMC,Urban population,SP.URB.TOTL,318086340,328547379,341412387,356658729,372309492,383000434,394362160,405988971,417909433,430234994,442880777,456002479,468907135,482679176,497318044,511734246,525649507,539438776,556461882,576875276,597602642,619185808,641918832,663560004,685619441,708234911,731491904,755483747,779885693,803955370,827389248,852007537,876286383,900643345,925361803,950229390,975360731,1000880315,1026692577,1052482087,1078461683,1106673966,1136277712,1166470296,1197048933,1227999250,1258620683,1289096146,1320100900,1351596763,1383476483,1415357272,1448267387,1481524621,1514856689,1547861945,1580868610,1614033662,1645527542,1675384608,1703150141,
Uruguay,URY,Urban population,SP.URB.TOTL,2037037,2069227,2100839,2131790,2161999,2191413,2220202,2248172,2274139,2296514,2314375,2327056,2335349,2341506,2348715,2359996,2381239,2405987,2433323,2461591,2489567,2516998,2544389,2571627,2598769,2625864,2653577,2681375,2709214,2737521,2766703,2796695,2827247,2858054,2888877,2919323,2949760,2980651,3009668,3034863,3055085,3069509,3078888,3085288,3091573,3099870,3111014,3124485,3139741,3155696,3171624,3187408,3201207,3214643,3228547,3242948,3257863,3273061,3288346,3303391,3317930,
United States,USA,Urban population,SP.URB.TOTL,126462473,129276215,131988693,134615404,137215986,139663053,142008703,144288757,146463196,148629124,150922373,152865492,154531732,156034954,157488501,159070594,160611122,162256678,164005080,165847531,167551171,169552427,171528659,173459636,175321738,177239105,179244877,181215212,183232441,185333919,187966119,191509147,195199459,198806845,202278113,205718394,209146726,212694273,216206090,219721677,223069137,225792302,228400290,230876596,233532722,236200507,238999326,241795278,244607104,247276259,249849720,252208133,254614421,256953576,259430732,261950744,264473000,266788716,268844029,270737596,272364755,
Uzbekistan,UZB,Urban population,SP.URB.TOTL,2897066,3017607,3144202,3277676,3419427,3570142,3730838,3900619,4075906,4251543,4435165,4628086,4818960,5010717,5208649,5416469,5635578,5865021,6103597,6313658,6483832,6654354,6825917,6999211,7175309,7354916,7537692,7722830,7910747,8145913,8483962,8765479,9074643,9386788,9679171,9964108,10267308,10575599,10862394,11096810,11370244,11634932,11900009,12162787,12428855,12700677,12984805,13301003,13648397,14014762,14554257,15007103,15199882,15408910,15640290,15884192,16130961,16372437,16635580,16935578,17258430,
St. Vincent and the Grenadines,VCT,Urban population,SP.URB.TOTL,21006,21687,22351,22998,23646,24299,24968,25640,26330,27037,27768,28528,29314,30121,30948,31785,32631,33486,34343,35209,36073,36933,37786,38638,39487,40340,41201,42062,42911,43731,44510,45209,45666,46091,46488,46869,47233,47582,47932,48303,48705,49143,49631,50135,50631,51085,51490,51864,52228,52597,53005,53460,53951,54479,55041,55620,56236,56872,57527,58187,58837,
Venezuela RB,VEN,Urban population,SP.URB.TOTL,5016431,5306185,5589522,5882129,6184450,6495961,6817568,7148739,7488707,7835423,8188538,8546825,8900880,9256219,9620790,9995803,10382198,10778963,11185525,11600321,12022354,12450226,12875243,13303642,13741349,14189011,14647327,15114936,15589605,16067830,16547195,17014343,17476507,17938344,18400685,18863805,19326875,19788904,20251505,20715855,21182666,21651925,22057234,22460389,22858285,23248393,23622797,23979524,24328095,24683266,25050754,25452527,25873642,26246929,26481078,26518334,26318354,25927989,25480748,25162368,25102966,
British Virgin Islands,VGB,Urban population,SP.URB.TOTL,985,1030,1083,1137,1198,1262,1329,1399,1476,1552,1635,1719,1810,1901,1992,2083,2173,2261,2356,2469,2609,2842,3110,3417,3760,4147,4579,5055,5568,6093,6613,7083,7304,7489,7654,7803,7937,8052,8171,8311,8486,8693,8943,9236,9581,9984,10454,10980,11522,12025,12456,12790,13038,13229,13396,13578,13784,13996,14219,14451,14669,
Virgin Islands (U.S.),VIR,Urban population,SP.URB.TOTL,18355,19847,20734,24120,25276,27526,29839,32344,37397,41232,44174,50208,54905,61467,66711,71094,73363,72044,75091,76204,79855,80915,81947,83005,84015,84921,85733,86498,87230,87965,91160,92529,93936,95290,96515,97507,98277,99010,99649,100159,100587,100749,100952,101182,101373,101581,101716,101894,102152,102354,102499,102617,102691,102715,102718,102703,102656,102564,102422,102223,101974,
Vietnam,VNM,Urban population,SP.URB.TOTL,4802497,5060353,5330493,5613231,5908339,6216818,6538718,6873713,7220824,7577633,7943079,8183283,8422824,8662663,8904814,9150250,9399460,9652432,9911703,10181044,10447626,10720898,11006068,11301138,11603770,11912010,12225170,12541645,12862588,13237506,13772502,14324150,14889785,15462867,16036817,16604653,17163390,17713642,18256423,18823973,19477364,20134757,20800242,21474147,22163652,22870389,23598141,24347999,25120985,25920395,26757122,27621226,28513908,29430158,30371041,31333195,32315314,33311724,34319153,35332141,36346227,
Vanuatu,VUT,Urban population,SP.URB.TOTL,6626,6953,7298,7659,8032,8414,8802,9199,9612,10050,10522,11031,11572,12148,12750,13377,14028,14704,15397,16170,17039,17924,18826,19756,20723,21737,22798,23912,25093,26325,27432,28633,29926,31268,32609,33908,35141,36323,37507,38757,40087,41537,43120,44808,46558,48342,50148,51984,53894,55917,57783,59599,61530,63546,65605,67676,69754,71840,73971,76152,78400,
World,WLD,Urban population,SP.URB.TOTL,1019029723,1047559112,1079414304,1114226228,1149870744,1180824727,1212398058,1244509201,1277369632,1311109827,1345474754,1381496807,1417515045,1454827837,1493546941,1530457371,1568425508,1606765720,1649217794,1695889127,1743754296,1793552547,1843335917,1892420773,1942474557,1993865001,2047040177,2101834427,2157626294,2213536856,2271130944,2328780104,2384187715,2441669150,2499098200,2558104123,2616150997,2674851444,2734083101,2793610635,2853928243,2918724283,2987260356,3056809211,3127682788,3199824687,3272625329,3345847975,3421460545,3497450435,3573943037,3648273263,3724773727,3802446099,3881124742,3960624201,4040915561,4121601094,4201371130,4280190216,4357623759,
Samoa,WSM,Urban population,SP.URB.TOTL,20559,21286,22067,22883,23708,24523,25327,26290,27282,28235,29135,29970,30567,31010,31408,31772,32107,32349,32542,32732,32929,33148,33361,33569,33760,33919,34037,34124,34210,34330,34513,34768,35180,35674,36160,36605,36999,37347,37672,37995,38340,38706,38706,38510,38322,38133,37949,37774,37614,37464,37334,37226,37107,36970,36808,36600,36342,36047,35780,35587,35494,
Kosovo,XKX,Urban population,SP.URB.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Rep.,YEM,Urban population,SP.URB.TOTL,483697,510127,538117,567679,598799,631541,666018,702505,741049,781336,823719,855364,888354,923700,962942,1007121,1057107,1112838,1174404,1241187,1313114,1390286,1473512,1562693,1657709,1758695,1869722,1994529,2129969,2280915,2451017,2643604,2857428,3086211,3320622,3543403,3751144,3952862,4152715,4357536,4572841,4799794,5037892,5287133,5547433,5818282,6100787,6395608,6703157,7023786,7357686,7705087,8065869,8439119,8822595,9215168,9615916,10024986,10442487,10869523,11306428,
South Africa,ZAF,Urban population,SP.URB.TOTL,7971773,8200255,8427007,8662568,8906583,9158948,9419477,9688362,9966368,10254488,10551343,10849636,11158598,11475653,11797250,12121151,12445372,12771480,13105135,13454233,13828616,14253244,14700152,15162768,15630399,16134215,16716157,17299431,17891633,18505775,19149880,19822818,20511179,21212381,21906216,22576689,23218614,23836114,24431487,25011820,25582582,26143327,26720456,27305505,27898739,28506191,29131015,29774437,30442138,31137755,31866173,32630279,33428280,34248628,35078456,35905875,36726640,37540921,38348227,39149715,39946775,
Zambia,ZMB,Urban population,SP.URB.TOTL,557193,599672,645119,695944,762426,834489,912719,997360,1089094,1188234,1268387,1349369,1435695,1527269,1624381,1726885,1834992,1948724,2068752,2195602,2329901,2413304,2494129,2576882,2660849,2745374,2830627,2916399,3001773,3085538,3167081,3215291,3254951,3293100,3332541,3375205,3421894,3472031,3523910,3575360,3624956,3742483,3892212,4046911,4207899,4376258,4552287,4736246,4930110,5135536,5354636,5588385,5837266,6099735,6372742,6654568,6944320,7243007,7551639,7871715,8204576,
Zimbabwe,ZWE,Urban population,SP.URB.TOTL,476164,500665,528409,567387,609177,653686,701130,751723,805826,862792,918330,977914,1041731,1109362,1180505,1250782,1323662,1399355,1479137,1564679,1657385,1757324,1864536,1986835,2117960,2256125,2401699,2554148,2710874,2868463,3024147,3176318,3324547,3432105,3528870,3620850,3708423,3791270,3869370,3942523,4010951,4074399,4134392,4131349,4122108,4119361,4123874,4135515,4154578,4181250,4215138,4257061,4306228,4359432,4416224,4473872,4531238,4589452,4650597,4717307,4792105,
